country,institution,funder,year,pub_count
GB,MRC Cognition and Brain Sciences Unit,Wellcome,2023,1
GB,MRC Epidemiology Unit,BHF,2017,1
GB,MRC Epidemiology Unit,BHF,2018,2
GB,MRC Epidemiology Unit,BHF,2019,3
GB,MRC Epidemiology Unit,BHF,2020,4
GB,MRC Epidemiology Unit,BHF,2021,6
GB,MRC Epidemiology Unit,BHF,2022,3
GB,MRC Epidemiology Unit,BHF,2023,1
GB,MRC Epidemiology Unit,MRC,2017,3
GB,MRC Epidemiology Unit,MRC,2018,5
GB,MRC Epidemiology Unit,MRC,2019,8
GB,MRC Epidemiology Unit,MRC,2020,9
GB,MRC Epidemiology Unit,MRC,2021,13
GB,MRC Epidemiology Unit,MRC,2022,12
GB,MRC Epidemiology Unit,MRC,2023,2
GB,MRC Epidemiology Unit,NIH,2017,1
GB,MRC Epidemiology Unit,NIH,2018,1
GB,MRC Epidemiology Unit,NIH,2019,7
GB,MRC Epidemiology Unit,NIH,2020,5
GB,MRC Epidemiology Unit,NIH,2021,6
GB,MRC Epidemiology Unit,NIH,2022,6
GB,MRC Epidemiology Unit,Wellcome,2017,1
GB,MRC Epidemiology Unit,Wellcome,2018,1
GB,MRC Epidemiology Unit,Wellcome,2019,2
GB,MRC Epidemiology Unit,Wellcome,2020,4
GB,MRC Epidemiology Unit,Wellcome,2021,7
GB,MRC Epidemiology Unit,Wellcome,2022,6
GB,MRC Epidemiology Unit,Wellcome,2023,1
GB,MRC Harwell Institute,BHF,2021,1
GB,MRC Harwell Institute,MRC,2018,1
GB,MRC Harwell Institute,MRC,2019,2
GB,MRC Harwell Institute,MRC,2020,2
GB,MRC Harwell Institute,MRC,2021,1
GB,MRC Harwell Institute,MRC,2022,2
GB,MRC Harwell Institute,NIH,2018,1
GB,MRC Harwell Institute,Wellcome,2018,1
GB,MRC Harwell Institute,Wellcome,2019,1
GB,MRC Harwell Institute,Wellcome,2021,1
GB,MRC Human Immunology Unit,BHF,2020,1
GB,MRC Human Immunology Unit,MRC,2016,1
GB,MRC Human Immunology Unit,MRC,2017,1
GB,MRC Human Immunology Unit,MRC,2018,1
GB,MRC Human Immunology Unit,MRC,2019,2
GB,MRC Human Immunology Unit,MRC,2020,2
GB,MRC Human Immunology Unit,MRC,2021,2
GB,MRC Human Immunology Unit,MRC,2022,1
GB,MRC Human Immunology Unit,MRC,2023,1
GB,MRC Human Immunology Unit,NIH,2019,1
GB,MRC Human Immunology Unit,NIH,2023,1
GB,MRC Human Immunology Unit,Wellcome,2017,1
GB,MRC Human Immunology Unit,Wellcome,2018,1
GB,MRC Human Immunology Unit,Wellcome,2019,2
GB,MRC Human Immunology Unit,Wellcome,2020,1
GB,MRC Human Immunology Unit,Wellcome,2021,2
GB,MRC Human Nutrition Research,MRC,2023,1
GB,MRC Institute of Genetics and Molecular Medicine,BHF,2018,1
GB,MRC Institute of Genetics and Molecular Medicine,BHF,2019,5
GB,MRC Institute of Genetics and Molecular Medicine,BHF,2020,1
GB,MRC Institute of Genetics and Molecular Medicine,BHF,2021,1
GB,MRC Institute of Genetics and Molecular Medicine,BHF,2022,2
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2016,4
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2017,5
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2018,5
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2019,8
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2020,7
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2021,8
GB,MRC Institute of Genetics and Molecular Medicine,MRC,2022,5
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2017,2
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2018,3
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2019,8
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2020,4
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2021,2
GB,MRC Institute of Genetics and Molecular Medicine,NIH,2022,4
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2016,1
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2017,2
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2018,1
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2019,4
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2020,3
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2021,4
GB,MRC Institute of Genetics and Molecular Medicine,Wellcome,2022,2
GB,MRC Institute of Hearing Research,MRC,2017,1
GB,MRC Laboratory for Molecular Cell Biology,BHF,2022,1
GB,MRC Laboratory for Molecular Cell Biology,MRC,2015,1
GB,MRC Laboratory for Molecular Cell Biology,MRC,2018,1
GB,MRC Laboratory for Molecular Cell Biology,MRC,2019,1
GB,MRC Laboratory for Molecular Cell Biology,MRC,2020,1
GB,MRC Laboratory for Molecular Cell Biology,MRC,2021,4
GB,MRC Laboratory for Molecular Cell Biology,MRC,2022,2
GB,MRC Laboratory for Molecular Cell Biology,NIH,2020,1
GB,MRC Laboratory for Molecular Cell Biology,NIH,2021,1
GB,MRC Laboratory for Molecular Cell Biology,Wellcome,2015,1
GB,MRC Laboratory for Molecular Cell Biology,Wellcome,2018,1
GB,MRC Laboratory for Molecular Cell Biology,Wellcome,2019,1
GB,MRC Laboratory for Molecular Cell Biology,Wellcome,2021,2
GB,MRC Laboratory of Molecular Biology,BHF,2021,1
GB,MRC Laboratory of Molecular Biology,HHMI,2020,1
GB,MRC Laboratory of Molecular Biology,MRC,2016,1
GB,MRC Laboratory of Molecular Biology,MRC,2017,5
GB,MRC Laboratory of Molecular Biology,MRC,2018,9
GB,MRC Laboratory of Molecular Biology,MRC,2019,7
GB,MRC Laboratory of Molecular Biology,MRC,2020,14
GB,MRC Laboratory of Molecular Biology,MRC,2021,16
GB,MRC Laboratory of Molecular Biology,MRC,2022,8
GB,MRC Laboratory of Molecular Biology,MRC,2023,3
GB,MRC Laboratory of Molecular Biology,NIH,2016,1
GB,MRC Laboratory of Molecular Biology,NIH,2018,2
GB,MRC Laboratory of Molecular Biology,NIH,2020,6
GB,MRC Laboratory of Molecular Biology,NIH,2021,4
GB,MRC Laboratory of Molecular Biology,NIH,2022,3
GB,MRC Laboratory of Molecular Biology,NIH,2023,1
GB,MRC Laboratory of Molecular Biology,NSF,2020,1
GB,MRC Laboratory of Molecular Biology,Wellcome,2017,2
GB,MRC Laboratory of Molecular Biology,Wellcome,2018,2
GB,MRC Laboratory of Molecular Biology,Wellcome,2019,4
GB,MRC Laboratory of Molecular Biology,Wellcome,2020,5
GB,MRC Laboratory of Molecular Biology,Wellcome,2021,10
GB,MRC Laboratory of Molecular Biology,Wellcome,2022,2
GB,MRC Laboratory of Molecular Biology,Wellcome,2023,2
GB,MRC Lifecourse Epidemiology Unit,BHF,2019,1
GB,MRC Lifecourse Epidemiology Unit,BHF,2020,2
GB,MRC Lifecourse Epidemiology Unit,BHF,2021,5
GB,MRC Lifecourse Epidemiology Unit,BHF,2022,2
GB,MRC Lifecourse Epidemiology Unit,BHF,2023,1
GB,MRC Lifecourse Epidemiology Unit,MRC,2017,1
GB,MRC Lifecourse Epidemiology Unit,MRC,2018,3
GB,MRC Lifecourse Epidemiology Unit,MRC,2019,5
GB,MRC Lifecourse Epidemiology Unit,MRC,2020,6
GB,MRC Lifecourse Epidemiology Unit,MRC,2021,12
GB,MRC Lifecourse Epidemiology Unit,MRC,2022,8
GB,MRC Lifecourse Epidemiology Unit,MRC,2023,3
GB,MRC Lifecourse Epidemiology Unit,NIH,2022,1
GB,MRC Lifecourse Epidemiology Unit,Wellcome,2022,2
GB,MRC London Institute of Medical Sciences,BHF,2017,3
GB,MRC London Institute of Medical Sciences,BHF,2018,2
GB,MRC London Institute of Medical Sciences,BHF,2019,1
GB,MRC London Institute of Medical Sciences,BHF,2020,3
GB,MRC London Institute of Medical Sciences,BHF,2021,2
GB,MRC London Institute of Medical Sciences,BHF,2022,2
GB,MRC London Institute of Medical Sciences,DFG,2019,1
GB,MRC London Institute of Medical Sciences,MRC,2016,1
GB,MRC London Institute of Medical Sciences,MRC,2017,4
GB,MRC London Institute of Medical Sciences,MRC,2018,3
GB,MRC London Institute of Medical Sciences,MRC,2019,4
GB,MRC London Institute of Medical Sciences,MRC,2020,8
GB,MRC London Institute of Medical Sciences,MRC,2021,11
GB,MRC London Institute of Medical Sciences,MRC,2022,7
GB,MRC London Institute of Medical Sciences,NIH,2017,2
GB,MRC London Institute of Medical Sciences,NIH,2019,1
GB,MRC London Institute of Medical Sciences,NIH,2020,2
GB,MRC London Institute of Medical Sciences,NIH,2021,5
GB,MRC London Institute of Medical Sciences,NIH,2022,3
GB,MRC London Institute of Medical Sciences,Wellcome,2017,2
GB,MRC London Institute of Medical Sciences,Wellcome,2018,1
GB,MRC London Institute of Medical Sciences,Wellcome,2019,1
GB,MRC London Institute of Medical Sciences,Wellcome,2020,2
GB,MRC London Institute of Medical Sciences,Wellcome,2021,4
GB,MRC London Institute of Medical Sciences,Wellcome,2022,5
GB,MRC Mitochondrial Biology Unit,MRC,2017,1
GB,MRC Mitochondrial Biology Unit,MRC,2018,2
GB,MRC Mitochondrial Biology Unit,MRC,2019,1
GB,MRC Mitochondrial Biology Unit,MRC,2020,2
GB,MRC Mitochondrial Biology Unit,MRC,2021,2
GB,MRC Mitochondrial Biology Unit,MRC,2022,2
GB,MRC Mitochondrial Biology Unit,Wellcome,2019,1
GB,MRC Mitochondrial Biology Unit,Wellcome,2020,1
GB,MRC Mitochondrial Biology Unit,Wellcome,2022,1
GB,MRC Prion Unit,MRC,2016,1
GB,MRC Prion Unit,MRC,2019,2
GB,MRC Prion Unit,MRC,2020,3
GB,MRC Prion Unit,MRC,2021,1
GB,MRC Prion Unit,MRC,2022,3
GB,MRC Prion Unit,NIH,2019,1
GB,MRC Prion Unit,NIH,2022,2
GB,MRC Prion Unit,Wellcome,2022,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,MRC,2015,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,MRC,2018,3
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,MRC,2019,2
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,MRC,2021,2
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,MRC,2022,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,Wellcome,2015,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,Wellcome,2018,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,Wellcome,2019,3
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,Wellcome,2021,1
GB,MRC Protein Phosphorylation and Ubiquitylation Unit,Wellcome,2022,1
GB,MRC Toxicology Unit,MRC,2019,1
GB,MRC Toxicology Unit,MRC,2020,1
GB,MRC Toxicology Unit,MRC,2022,1
GB,MRC Toxicology Unit,Wellcome,2022,1
GB,MRC Unit for Lifelong Health and Ageing,BHF,2019,1
GB,MRC Unit for Lifelong Health and Ageing,BHF,2021,2
GB,MRC Unit for Lifelong Health and Ageing,BHF,2022,2
GB,MRC Unit for Lifelong Health and Ageing,MRC,2018,2
GB,MRC Unit for Lifelong Health and Ageing,MRC,2019,1
GB,MRC Unit for Lifelong Health and Ageing,MRC,2021,3
GB,MRC Unit for Lifelong Health and Ageing,MRC,2022,3
GB,MRC Unit for Lifelong Health and Ageing,NIH,2021,2
GB,MRC Unit for Lifelong Health and Ageing,NIH,2022,1
GB,MRC Unit for Lifelong Health and Ageing,Wellcome,2018,2
GB,MRC Unit for Lifelong Health and Ageing,Wellcome,2019,1
GB,MRC Unit for Lifelong Health and Ageing,Wellcome,2021,2
GB,MRC Unit for Lifelong Health and Ageing,Wellcome,2022,1
GB,MRC University of Glasgow Centre for Virus Research,MRC,2015,1
GB,MRC University of Glasgow Centre for Virus Research,MRC,2017,1
GB,MRC University of Glasgow Centre for Virus Research,MRC,2018,2
GB,MRC University of Glasgow Centre for Virus Research,MRC,2020,3
GB,MRC University of Glasgow Centre for Virus Research,MRC,2021,2
GB,MRC University of Glasgow Centre for Virus Research,MRC,2022,3
GB,MRC University of Glasgow Centre for Virus Research,NIH,2017,1
GB,MRC University of Glasgow Centre for Virus Research,NIH,2018,1
GB,MRC University of Glasgow Centre for Virus Research,NIH,2020,3
GB,MRC University of Glasgow Centre for Virus Research,Wellcome,2020,1
GB,MRC University of Glasgow Centre for Virus Research,Wellcome,2021,1
GB,MRC University of Glasgow Centre for Virus Research,Wellcome,2022,4
GB,MRC Weatherall Institute of Molecular Medicine,BHF,2018,1
GB,MRC Weatherall Institute of Molecular Medicine,BHF,2020,1
GB,MRC Weatherall Institute of Molecular Medicine,BHF,2022,2
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2017,2
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2018,2
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2019,2
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2020,1
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2021,10
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2022,2
GB,MRC Weatherall Institute of Molecular Medicine,MRC,2023,1
GB,MRC Weatherall Institute of Molecular Medicine,NIH,2018,1
GB,MRC Weatherall Institute of Molecular Medicine,NIH,2019,1
GB,MRC Weatherall Institute of Molecular Medicine,NIH,2020,1
GB,MRC Weatherall Institute of Molecular Medicine,NIH,2021,2
GB,MRC Weatherall Institute of Molecular Medicine,Wellcome,2017,1
GB,MRC Weatherall Institute of Molecular Medicine,Wellcome,2019,1
GB,MRC Weatherall Institute of Molecular Medicine,Wellcome,2021,7
GB,MRC Weatherall Institute of Molecular Medicine,Wellcome,2022,1
GB,MRC Weatherall Institute of Molecular Medicine,Wellcome,2023,1
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2018,1
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2019,1
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2020,2
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2021,2
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2022,3
GB,MRC/CSO Social and Public Health Sciences Unit,MRC,2023,1
GB,MRC/CSO Social and Public Health Sciences Unit,Wellcome,2021,2
GB,Maidstone and Tunbridge Wells NHS Trust,MRC,2022,1
GB,Manchester Academic Health Science Centre,BHF,2017,2
GB,Manchester Academic Health Science Centre,BHF,2018,2
GB,Manchester Academic Health Science Centre,BHF,2019,2
GB,Manchester Academic Health Science Centre,BHF,2020,4
GB,Manchester Academic Health Science Centre,BHF,2021,4
GB,Manchester Academic Health Science Centre,BHF,2022,3
GB,Manchester Academic Health Science Centre,DFG,2021,1
GB,Manchester Academic Health Science Centre,MRC,2016,3
GB,Manchester Academic Health Science Centre,MRC,2017,7
GB,Manchester Academic Health Science Centre,MRC,2018,6
GB,Manchester Academic Health Science Centre,MRC,2019,8
GB,Manchester Academic Health Science Centre,MRC,2020,10
GB,Manchester Academic Health Science Centre,MRC,2021,22
GB,Manchester Academic Health Science Centre,MRC,2022,13
GB,Manchester Academic Health Science Centre,MRC,2023,1
GB,Manchester Academic Health Science Centre,NIH,2016,1
GB,Manchester Academic Health Science Centre,NIH,2017,1
GB,Manchester Academic Health Science Centre,NIH,2018,4
GB,Manchester Academic Health Science Centre,NIH,2019,2
GB,Manchester Academic Health Science Centre,NIH,2020,1
GB,Manchester Academic Health Science Centre,NIH,2021,7
GB,Manchester Academic Health Science Centre,NIH,2022,1
GB,Manchester Academic Health Science Centre,NIH,2023,1
GB,Manchester Academic Health Science Centre,NSF,2019,1
GB,Manchester Academic Health Science Centre,Wellcome,2017,2
GB,Manchester Academic Health Science Centre,Wellcome,2018,5
GB,Manchester Academic Health Science Centre,Wellcome,2019,3
GB,Manchester Academic Health Science Centre,Wellcome,2020,3
GB,Manchester Academic Health Science Centre,Wellcome,2021,7
GB,Manchester Academic Health Science Centre,Wellcome,2022,4
GB,Manchester College,MRC,2022,1
GB,Manchester College,NIH,2022,1
GB,Manchester Metropolitan University,BHF,2020,1
GB,Manchester Metropolitan University,BHF,2021,1
GB,Manchester Metropolitan University,DFG,2020,1
GB,Manchester Metropolitan University,MRC,2016,1
GB,Manchester Metropolitan University,MRC,2018,3
GB,Manchester Metropolitan University,MRC,2019,1
GB,Manchester Metropolitan University,MRC,2021,1
GB,Manchester Metropolitan University,MRC,2022,1
GB,Manchester Metropolitan University,NIH,2016,1
GB,Manchester Metropolitan University,NIH,2017,1
GB,Manchester Metropolitan University,NIH,2020,1
GB,Manchester Metropolitan University,NIH,2022,1
GB,Manchester Metropolitan University,NSF,2020,1
GB,Manchester Metropolitan University,Wellcome,2018,1
GB,Manchester Metropolitan University,Wellcome,2021,1
GB,Manchester Royal Infirmary,BHF,2022,2
GB,Manchester Royal Infirmary,MRC,2021,1
GB,Manchester Royal Infirmary,MRC,2022,1
GB,Manchester University NHS Foundation Trust,BHF,2016,1
GB,Manchester University NHS Foundation Trust,BHF,2018,2
GB,Manchester University NHS Foundation Trust,BHF,2019,1
GB,Manchester University NHS Foundation Trust,BHF,2020,2
GB,Manchester University NHS Foundation Trust,BHF,2021,6
GB,Manchester University NHS Foundation Trust,BHF,2022,4
GB,Manchester University NHS Foundation Trust,MRC,2016,1
GB,Manchester University NHS Foundation Trust,MRC,2018,2
GB,Manchester University NHS Foundation Trust,MRC,2019,4
GB,Manchester University NHS Foundation Trust,MRC,2020,4
GB,Manchester University NHS Foundation Trust,MRC,2021,10
GB,Manchester University NHS Foundation Trust,MRC,2022,7
GB,Manchester University NHS Foundation Trust,MRC,2023,2
GB,Manchester University NHS Foundation Trust,NIH,2018,1
GB,Manchester University NHS Foundation Trust,NIH,2019,1
GB,Manchester University NHS Foundation Trust,NIH,2020,1
GB,Manchester University NHS Foundation Trust,NIH,2021,4
GB,Manchester University NHS Foundation Trust,NIH,2023,3
GB,Manchester University NHS Foundation Trust,Wellcome,2016,1
GB,Manchester University NHS Foundation Trust,Wellcome,2017,1
GB,Manchester University NHS Foundation Trust,Wellcome,2018,1
GB,Manchester University NHS Foundation Trust,Wellcome,2019,1
GB,Manchester University NHS Foundation Trust,Wellcome,2020,1
GB,Manchester University NHS Foundation Trust,Wellcome,2021,5
GB,Manchester University NHS Foundation Trust,Wellcome,2022,1
GB,Manchester University NHS Foundation Trust,Wellcome,2023,1
GB,Marie Curie Hospice,Wellcome,2023,1
GB,Maxwell Institute for Mathematical Sciences,MRC,2017,1
GB,Maxwell Institute for Mathematical Sciences,NIH,2016,1
GB,Maxwell Institute for Mathematical Sciences,NIH,2018,1
GB,McLaren Honda (United Kingdom),MRC,2019,1
GB,Medawar Building for Pathogen Research,MRC,2021,1
GB,Medawar Building for Pathogen Research,NSF,2021,1
GB,Medawar Building for Pathogen Research,NSF,2022,1
GB,Medawar Building for Pathogen Research,Wellcome,2021,1
GB,Medawar Building for Pathogen Research,Wellcome,2022,1
GB,Medical Research Council,BHF,2020,1
GB,Medical Research Council,BHF,2021,4
GB,Medical Research Council,BHF,2022,9
GB,Medical Research Council,BHF,2023,1
GB,Medical Research Council,HHMI,2018,1
GB,Medical Research Council,MRC,2016,1
GB,Medical Research Council,MRC,2018,4
GB,Medical Research Council,MRC,2019,9
GB,Medical Research Council,MRC,2020,12
GB,Medical Research Council,MRC,2021,20
GB,Medical Research Council,MRC,2022,22
GB,Medical Research Council,MRC,2023,2
GB,Medical Research Council,NIH,2018,2
GB,Medical Research Council,NIH,2019,1
GB,Medical Research Council,NIH,2020,5
GB,Medical Research Council,NIH,2021,1
GB,Medical Research Council,NIH,2022,5
GB,Medical Research Council,NIH,2023,2
GB,Medical Research Council,NSFC,2021,1
GB,Medical Research Council,Wellcome,2018,2
GB,Medical Research Council,Wellcome,2019,4
GB,Medical Research Council,Wellcome,2020,7
GB,Medical Research Council,Wellcome,2021,10
GB,Medical Research Council,Wellcome,2022,15
GB,Medicines Discovery Catapult,MRC,2015,1
GB,Medicines Discovery Catapult,MRC,2022,1
GB,Medicines Discovery Catapult,Wellcome,2015,1
GB,Medicines Evaluation Unit,BHF,2021,1
GB,Medicines Evaluation Unit,MRC,2021,1
GB,Medtronic (United Kingdom),Wellcome,2019,1
GB,Medtronic (United Kingdom),Wellcome,2020,1
GB,Medway Maritime Hospital,Wellcome,2017,1
GB,Medway School of Pharmacy,BHF,2017,3
GB,Medway School of Pharmacy,BHF,2018,4
GB,Medway School of Pharmacy,BHF,2019,3
GB,Medway School of Pharmacy,BHF,2020,1
GB,Medway School of Pharmacy,MRC,2017,4
GB,Medway School of Pharmacy,MRC,2018,4
GB,Medway School of Pharmacy,MRC,2019,3
GB,Medway School of Pharmacy,MRC,2020,1
GB,Medway School of Pharmacy,NIH,2022,1
GB,Medway School of Pharmacy,NSFC,2018,2
GB,Medway School of Pharmacy,NSFC,2021,1
GB,Medway School of Pharmacy,Wellcome,2017,2
GB,Medway School of Pharmacy,Wellcome,2018,3
GB,Medway School of Pharmacy,Wellcome,2019,2
GB,Mental Health Research UK,MRC,2017,1
GB,Mental Health Research UK,MRC,2022,1
GB,Mental Health Research UK,NIH,2017,1
GB,Mental Health Research UK,NIH,2022,1
GB,Mental Health Research UK,NSF,2022,1
GB,Mental Health Research UK,Wellcome,2017,1
GB,Mental Health Research UK,Wellcome,2022,1
GB,Microbiology Society,MRC,2018,1
GB,Microsoft Research (United Kingdom),MRC,2019,1
GB,Microsoft Research (United Kingdom),MRC,2021,1
GB,Microsoft Research (United Kingdom),NIH,2018,1
GB,Microsoft Research (United Kingdom),NIH,2019,2
GB,Microsoft Research (United Kingdom),NIH,2020,1
GB,Microsoft Research (United Kingdom),NIH,2022,1
GB,Microsoft Research (United Kingdom),NIH,2023,1
GB,Microsoft Research (United Kingdom),Wellcome,2019,2
GB,Microsoft Research (United Kingdom),Wellcome,2021,1
GB,Midlands Partnership NHS Foundation Trust,NIH,2018,1
GB,Midlands Partnership NHS Foundation Trust,NIH,2020,2
GB,Midlands Partnership NHS Foundation Trust,NIH,2021,2
GB,Milton Keynes Hospital,MRC,2018,1
GB,Milton Keynes Hospital,Wellcome,2018,1
GB,Moorfields Eye Hospital,MRC,2021,4
GB,Moorfields Eye Hospital,MRC,2022,8
GB,Moorfields Eye Hospital,NIH,2015,1
GB,Moorfields Eye Hospital,NIH,2019,1
GB,Moorfields Eye Hospital,NIH,2020,4
GB,Moorfields Eye Hospital,NIH,2022,2
GB,Moorfields Eye Hospital,Wellcome,2018,1
GB,Moorfields Eye Hospital,Wellcome,2021,4
GB,Moorfields Eye Hospital,Wellcome,2023,1
GB,Moorfields Eye Hospital NHS Foundation Trust,BHF,2018,1
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2016,1
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2018,1
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2020,4
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2021,4
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2022,4
GB,Moorfields Eye Hospital NHS Foundation Trust,MRC,2023,1
GB,Moorfields Eye Hospital NHS Foundation Trust,NIH,2018,2
GB,Moorfields Eye Hospital NHS Foundation Trust,NIH,2019,1
GB,Moorfields Eye Hospital NHS Foundation Trust,NIH,2020,1
GB,Moorfields Eye Hospital NHS Foundation Trust,NIH,2021,2
GB,Moorfields Eye Hospital NHS Foundation Trust,Wellcome,2018,1
GB,Moorfields Eye Hospital NHS Foundation Trust,Wellcome,2020,1
GB,Moorfields Eye Hospital NHS Foundation Trust,Wellcome,2021,1
GB,Moredun Research Institute,NIH,2021,1
GB,Morriston Hospital,MRC,2019,1
GB,Mortimer Market Centre,MRC,2019,1
GB,Mott Macdonald (United Kingdom),BHF,2018,1
GB,Mott Macdonald (United Kingdom),MRC,2017,1
GB,Mott Macdonald (United Kingdom),MRC,2018,1
GB,Mott Macdonald (United Kingdom),NIH,2017,1
GB,NHS Blood and Transplant,BHF,2019,1
GB,NHS Blood and Transplant,BHF,2021,1
GB,NHS Blood and Transplant,MRC,2019,1
GB,NHS Blood and Transplant,MRC,2020,2
GB,NHS Blood and Transplant,MRC,2021,2
GB,NHS Blood and Transplant,MRC,2022,3
GB,NHS Blood and Transplant,Wellcome,2018,1
GB,NHS Blood and Transplant,Wellcome,2020,1
GB,NHS Dumfries and Galloway,BHF,2017,2
GB,NHS Dumfries and Galloway,BHF,2022,1
GB,NHS Dumfries and Galloway,MRC,2017,1
GB,NHS Grampian,NIH,2020,3
GB,NHS Greater Glasgow and Clyde,BHF,2021,1
GB,NHS Greater Glasgow and Clyde,BHF,2022,4
GB,NHS Greater Glasgow and Clyde,MRC,2022,4
GB,NHS Greater Glasgow and Clyde,NIH,2022,1
GB,NHS Greater Glasgow and Clyde,Wellcome,2021,1
GB,NHS Highland,MRC,2018,1
GB,NHS Highland,Wellcome,2018,1
GB,NHS Lothian,BHF,2018,1
GB,NHS Lothian,BHF,2020,1
GB,NHS Lothian,MRC,2018,2
GB,NHS Lothian,MRC,2019,1
GB,NHS Lothian,MRC,2020,4
GB,NHS Lothian,MRC,2021,6
GB,NHS Lothian,MRC,2022,7
GB,NHS Lothian,MRC,2023,1
GB,NHS Lothian,NIH,2018,1
GB,NHS Lothian,NIH,2019,1
GB,NHS Lothian,NIH,2020,4
GB,NHS Lothian,NIH,2021,5
GB,NHS Lothian,NIH,2022,6
GB,NHS Lothian,Wellcome,2018,1
GB,NHS Lothian,Wellcome,2020,1
GB,NHS Lothian,Wellcome,2021,4
GB,NHS Lothian,Wellcome,2022,1
GB,NHS Lothian,Wellcome,2023,1
GB,NIHR Birmingham Biomedical Research Centre,BHF,2017,1
GB,NIHR Birmingham Biomedical Research Centre,BHF,2020,2
GB,NIHR Birmingham Biomedical Research Centre,BHF,2022,1
GB,NIHR Birmingham Biomedical Research Centre,MRC,2017,1
GB,NIHR Birmingham Biomedical Research Centre,MRC,2018,2
GB,NIHR Birmingham Biomedical Research Centre,MRC,2019,2
GB,NIHR Birmingham Biomedical Research Centre,MRC,2020,2
GB,NIHR Birmingham Biomedical Research Centre,MRC,2021,2
GB,NIHR Birmingham Biomedical Research Centre,MRC,2022,1
GB,NIHR Birmingham Biomedical Research Centre,NIH,2017,1
GB,NIHR Birmingham Biomedical Research Centre,NIH,2021,1
GB,NIHR Birmingham Biomedical Research Centre,Wellcome,2020,1
GB,NIHR Bristol Biomedical Research Centre,BHF,2021,2
GB,NIHR Bristol Biomedical Research Centre,BHF,2022,2
GB,NIHR Bristol Biomedical Research Centre,MRC,2017,2
GB,NIHR Bristol Biomedical Research Centre,MRC,2018,5
GB,NIHR Bristol Biomedical Research Centre,MRC,2019,5
GB,NIHR Bristol Biomedical Research Centre,MRC,2020,6
GB,NIHR Bristol Biomedical Research Centre,MRC,2021,8
GB,NIHR Bristol Biomedical Research Centre,MRC,2022,4
GB,NIHR Bristol Biomedical Research Centre,MRC,2023,2
GB,NIHR Bristol Biomedical Research Centre,NIH,2019,2
GB,NIHR Bristol Biomedical Research Centre,NIH,2020,2
GB,NIHR Bristol Biomedical Research Centre,NIH,2021,8
GB,NIHR Bristol Biomedical Research Centre,NIH,2022,2
GB,NIHR Bristol Biomedical Research Centre,Wellcome,2021,3
GB,NIHR Bristol Biomedical Research Centre,Wellcome,2022,3
GB,NIHR Bristol Biomedical Research Centre,Wellcome,2023,1
GB,NIHR Bristol Cardiovascular Biomedical Research Unit,BHF,2018,1
GB,NIHR Bristol Cardiovascular Biomedical Research Unit,BHF,2019,1
GB,NIHR Bristol Cardiovascular Biomedical Research Unit,BHF,2020,3
GB,NIHR Bristol Cardiovascular Biomedical Research Unit,BHF,2021,4
GB,NIHR Bristol Cardiovascular Biomedical Research Unit,BHF,2022,3
